year,id,j2051b,j2054b
2007,26280,30,30
2006,26283,90,0
2009,26283,130,0
2006,26284,30,60
2007,26284,0,60
2009,26284,30,60
2006,26285,0,60
2006,26286,20,0
2007,26286,5,0
2009,26286,480,0
2007,26290,10,50
2008,26290,10,40
2008,26292,20,40
2009,26292,30,50
2006,26294,20,0
2007,26294,30,0
2008,26294,40,0
2009,26294,30,0
2006,26295,0,30
2006,26296,20,60
2009,26296,30,60
2006,26297,0,0
2006,26299,0,60
2006,26300,60,60
2007,26300,0,90
2008,26300,60,60
2006,26301,0,0
2007,26301,10,0
2008,26301,20,0
2009,26301,0,0
2006,26303,40,0
2007,26303,40,0
2006,26304,0,60
2006,26306,40,0
2007,26306,30,60
2008,26306,40,60
2009,26306,600,60
2006,26307,0,0
2008,26307,0,0
2009,26307,0,0
2006,26309,0,120
2008,26309,30,60
2009,26309,60,60
2006,26310,40,90
2007,26310,25,0
2008,26310,30,0
2009,26310,15,15
2006,26311,0,0
2009,26311,15,0
2006,26312,0,120
2009,26313,20,50
2006,26314,30,60
2007,26314,30,60
2008,26314,30,120
2008,26315,0,0
2006,26316,0,120
2008,26317,20,0
2009,26317,30,0
2008,26318,0,0
2006,26319,0,120
2006,26320,0,0
2007,26320,30,30
2006,26321,30,0
2007,26321,20,60
2008,26321,180,0
2009,26321,240,0
2006,26322,0,0
2009,26322,30,0
2006,26323,30,60
2007,26323,20,90
2008,26323,30,120
2009,26323,30,60
2008,26324,0,0
2006,26325,0,60
2006,26326,60,60
2006,26328,40,60
2007,26328,30,90
2008,26328,60,60
2009,26328,40,40
2006,26330,30,0
2006,26331,0,30
2006,26332,40,120
2007,26332,30,60
2006,26333,0,5
2007,26333,40,30
2008,26333,0,0
2009,26333,60,30
2006,26334,40,60
2008,26334,20,60
2009,26334,30,60
2006,26336,40,60
2007,26336,30,60
2008,26336,30,60
2009,26336,40,60
2006,26337,0,0
2006,26338,0,60
2007,26338,180,60
2008,26338,180,120
2009,26338,240,90
2006,26339,0,60
2007,26339,180,0
2008,26339,360,60
2009,26339,240,0
2006,26340,60,60
2007,26340,30,60
2008,26340,60,120
2008,26341,0,0
2007,26342,40,60
2008,26342,60,60
2009,26342,40,120
2006,26343,30,30
2007,26343,60,0
2008,26343,60,20
2009,26343,30,30
2006,26346,360,30
2007,26346,60,30
2008,26346,60,40
2009,26346,180,40
2006,26349,0,30
2006,26354,30,0
2006,26356,0,60
2008,26356,20,60
2006,26357,25,45
2008,26357,30,0
2009,26357,0,0
2006,26358,50,0
2007,26358,120,0
2008,26358,120,0
2009,26358,40,0
2006,26359,120,0
2007,26359,80,0
2008,26359,40,0
2009,26359,35,0
2006,26361,60,5
2007,26361,120,30
2008,26361,60,10
2009,26361,90,10
2006,26362,40,40
2007,26362,60,40
2006,26363,60,20
2007,26363,30,40
2008,26363,40,40
2009,26363,40,90
2006,26365,180,0
2007,26365,180,0
2006,26368,20,120
2007,26368,30,120
2008,26368,120,120
2009,26368,30,60
2006,26369,20,90
2006,26371,180,0
2006,26373,0,60
2006,26374,45,0
2006,26375,45,0
2007,26375,50,0
2008,26375,120,0
2009,26375,120,0
2006,26378,45,60
2007,26378,40,30
2008,26378,60,10
2009,26378,45,35
2006,26380,15,0
2007,26380,0,0
2008,26380,0,0
2006,26382,0,0
2008,26382,0,0
2009,26382,0,0
2007,26384,0,0
2006,26385,80,20
2007,26385,50,40
2008,26385,60,15
2009,26385,80,20
2009,26386,40,20
2006,26387,160,0
2007,26387,50,0
2008,26387,40,0
2009,26387,120,0
2006,26388,60,20
2007,26388,30,0
2008,26388,120,10
2009,26388,45,20
2006,26389,60,0
2007,26389,40,0
2008,26389,40,0
2009,26389,60,0
2006,26390,20,20
2007,26390,120,30
2008,26390,60,15
2009,26390,120,20
2006,26395,80,60
2008,26395,30,120
2009,26395,60,90
2006,26396,80,60
2007,26396,20,50
2008,26396,50,0
2009,26396,50,0
2006,26399,60,0
2008,26399,60,0
2009,26399,30,0
2006,26400,60,30
2006,26401,30,0
2006,26402,90,80
2006,26404,30,120
2008,26405,40,0
2007,26407,190,120
2009,26407,15,180
2006,26408,40,45
2007,26408,180,0
2008,26408,20,0
2009,26408,30,0
2006,26410,60,30
2006,26411,120,120
2006,26412,70,40
2006,26415,90,120
2007,26415,120,180
2006,26416,120,90
2007,26416,150,90
2008,26416,120,60
2009,26416,150,90
2006,26417,90,0
2007,26417,150,0
2008,26417,120,0
2009,26417,120,0
2006,26418,120,20
2007,26418,120,30
2008,26418,120,30
2009,26418,60,30
2006,26419,10,150
2007,26419,10,150
2009,26419,10,120
2006,26420,40,60
2007,26420,10,60
2009,26420,30,60
2006,26421,20,120
2007,26421,30,180
2008,26421,30,120
2006,26423,20,0
2006,26424,120,40
2007,26424,60,10
2006,26425,0,0
2006,26427,10,0
2007,26427,80,0
2008,26427,80,20
2007,26428,40,30
2006,26429,40,60
2007,26431,10,0
2006,26432,0,0
2007,26432,0,0
2009,26432,0,0
2006,26433,60,0
2009,26434,30,90
2006,26436,20,60
2007,26436,20,30
2008,26436,20,30
2009,26436,40,30
2006,26437,70,0
2007,26437,40,0
2006,26439,60,120
2006,26440,50,0
2006,26441,140,90
2007,26441,80,60
2008,26441,70,100
2009,26441,60,110
2006,26442,20,30
2007,26442,20,30
2008,26442,30,40
2009,26442,30,30
2006,26445,60,0
2006,26446,60,40
2007,26446,60,60
2007,26447,20,90
2008,26447,20,60
2006,26448,40,0
2007,26448,15,15
2006,26451,0,0
2006,26452,40,60
2006,26453,60,60
2008,26454,20,60
2009,26454,30,30
2006,26455,120,300
2007,26455,120,30
2006,26456,20,0
2007,26456,90,30
2006,26457,120,60
2007,26457,120,60
2006,26458,0,20
2006,26459,90,60
2006,26460,50,60
2007,26460,60,90
2008,26460,90,40
2009,26460,40,30
2006,26461,5,30
2007,26461,60,30
2008,26461,10,60
2009,26461,50,60
2006,26462,0,60
2006,26463,60,0
2006,26464,0,30
2007,26465,0,0
2008,26465,0,0
2009,26465,0,0
2006,26467,10,120
2006,26468,40,60
2006,26471,40,90
2007,26471,60,120
2008,26471,40,120
2009,26471,40,120
2006,26472,0,60
2007,26472,20,20
2006,26473,35,30
2009,26473,90,30
2006,26474,10,0
2007,26474,20,0
2008,26474,20,0
2009,26474,20,0
2006,26475,60,90
2007,26475,60,0
2008,26475,40,0
2009,26475,60,15
2006,26476,40,90
2007,26476,40,30
2008,26476,40,90
2009,26476,20,60
2006,26477,60,40
2007,26477,60,0
2008,26477,80,0
2009,26477,0,0
2006,26478,10,60
2007,26478,90,60
2006,26480,80,0
2006,26481,50,150
2006,26482,60,120
2007,26482,10,10
2008,26482,10,60
2009,26482,10,5
2006,26483,60,120
2006,26484,40,0
2007,26484,40,0
2008,26484,30,0
2009,26484,30,30
2006,26485,60,210
2007,26485,80,120
2008,26485,80,120
2009,26485,80,40
2006,26486,10,0
2007,26486,15,15
2008,26486,15,0
2009,26486,15,0
2006,26487,2,0
2007,26487,30,0
2008,26487,6,0
2009,26487,10,0
2006,26488,40,60
2007,26488,60,60
2008,26488,40,40
2009,26488,80,60
2006,26489,20,60
2007,26489,100,60
2008,26489,40,60
2006,26490,60,0
2007,26490,120,30
2006,26491,60,60
2007,26491,120,30
2008,26491,120,30
2006,26492,60,0
2007,26492,100,30
2006,26493,60,40
2007,26493,120,0
2008,26493,30,30
2009,26493,60,0
2006,26494,30,0
2007,26494,100,0
2008,26494,60,20
2006,26495,60,60
2008,26495,130,30
2009,26495,40,30
2006,26496,60,0
2007,26496,150,0
2008,26496,60,0
2009,26496,90,30
2007,26497,60,120
2009,26497,120,60
2006,26498,30,0
2006,26500,30,120
2006,26502,60,60
2006,26503,40,30
2007,26504,150,20
2006,26505,90,0
2008,26505,20,90
2009,26505,0,0
2006,26506,30,60
2007,26506,90,15
2008,26506,120,0
2009,26506,120,0
2006,26507,180,120
2007,26507,50,120
2008,26507,40,90
2009,26507,35,120
2006,26508,60,60
2007,26508,30,30
2006,26509,80,45
2007,26509,120,90
2008,26509,90,30
2009,26509,80,50
2006,26510,90,0
2007,26510,120,0
2006,26511,20,240
2007,26511,40,180
2006,26512,180,40
2007,26512,100,30
2008,26512,120,0
2006,26513,120,60
2007,26513,45,30
2008,26513,30,30
2009,26513,30,45
2006,26514,120,60
2007,26514,120,90
2008,26514,210,60
2006,26515,30,20
2007,26515,30,0
2008,26515,60,60
2009,26515,60,0
2006,26517,50,0
2007,26517,60,0
2008,26517,40,0
2009,26517,50,0
2006,26521,90,40
2007,26521,90,30
2008,26521,70,70
2009,26521,60,30
2009,26522,30,0
2006,26523,20,0
2009,26523,30,0
2008,26525,40,60
2009,26525,40,30
2009,26526,40,40
2006,26527,40,0
2007,26527,40,0
2008,26527,30,0
2009,26527,40,0
2006,26529,40,40
2006,26530,40,0
2006,26531,60,0
2007,26531,60,0
2008,26531,80,0
2009,26531,60,0
2006,26533,60,90
2007,26533,90,60
2008,26533,40,50
2009,26533,50,60
2006,26534,60,40
2007,26534,90,60
2008,26534,70,20
2009,26534,60,30
2006,26538,50,30
2006,26539,40,60
2007,26539,80,45
2008,26539,60,90
2009,26539,50,100
2006,26542,80,0
2007,26542,0,0
2008,26542,0,0
2009,26542,30,0
2006,26543,40,0
2007,26543,70,30
2008,26543,50,90
2009,26543,50,40
2006,26544,50,30
2007,26544,80,30
2008,26544,60,80
2009,26544,70,60
2008,26545,0,0
2009,26545,20,60
2006,26546,70,0
2007,26546,70,0
2008,26546,30,0
2009,26546,20,0
2006,26547,70,0
2007,26547,80,40
2008,26547,50,0
2009,26547,60,0
2006,26548,60,45
2007,26548,60,60
2008,26548,50,120
2009,26548,50,60
2006,26550,60,40
2007,26550,80,30
2008,26550,60,0
2009,26550,90,0
2009,26551,30,120
2006,26553,140,40
2007,26553,50,30
2008,26553,40,80
2009,26553,30,30
2006,26554,50,60
2007,26554,40,30
2008,26554,40,100
2009,26554,30,40
2006,26556,0,0
2007,26556,0,0
2008,26556,0,0
2006,26557,50,60
2008,26557,60,100
2009,26557,60,40
2006,26558,0,0
2007,26558,0,0
2006,26559,40,0
2007,26559,70,30
2008,26559,50,90
2009,26559,50,30
2006,26560,0,0
2007,26560,0,0
2008,26560,0,0
2008,26562,60,80
2009,26562,50,60
2006,26565,0,0
2006,26566,40,60
2008,26566,40,120
2009,26566,20,80
2006,26567,40,0
2007,26567,30,90
2008,26567,50,0
2009,26567,50,0
2006,26568,50,0
2007,26568,80,40
2008,26568,60,40
2009,26568,50,40
2006,26570,90,0
2007,26570,120,0
2008,26570,70,0
2009,26570,70,0
2006,26571,90,60
2007,26571,120,0
2008,26571,60,0
2009,26571,60,40
2009,26572,30,90
2008,26576,0,0
2009,26576,0,0
2006,26577,60,40
2007,26577,80,90
2008,26577,50,110
2009,26577,50,60
2006,26578,0,0
2007,26578,70,0
2008,26578,0,0
2009,26578,50,0
2006,26579,70,0
2007,26579,80,0
2008,26579,70,0
2009,26579,60,0
2006,26580,40,40
2007,26580,40,60
2008,26580,30,90
2009,26580,20,50
2007,26581,90,40
2008,26581,60,30
2009,26581,40,60
2006,26583,60,0
2007,26583,100,0
2008,26583,80,0
2009,26583,70,0
2006,26584,40,30
2008,26584,70,0
2009,26584,40,40
2008,26585,0,0
2009,26585,0,0
2006,26587,100,30
2007,26587,80,45
2008,26587,60,90
2009,26587,70,40
2006,26588,80,0
2007,26588,80,0
2008,26588,80,0
2009,26588,70,0
2006,26590,70,0
2008,26590,0,0
2009,26590,60,0
2006,26591,70,40
2007,26591,70,90
2008,26591,60,90
2009,26591,60,40
2006,26592,20,0
2007,26592,20,60
2008,26592,50,0
2009,26592,50,0
2006,26595,50,0
2007,26595,40,0
2008,26595,20,0
2009,26595,90,0
2006,26596,70,0
2007,26596,70,0
2008,26596,50,0
2009,26596,60,0
2006,26598,0,0
2009,26599,40,30
2006,26601,50,0
2007,26601,80,0
2008,26601,90,0
2009,26601,60,40
2007,26603,50,60
2008,26603,40,90
2006,26604,70,0
2007,26604,50,0
2008,26604,30,0
2006,26606,30,0
2007,26606,0,0
2008,26606,0,0
2009,26606,0,0
2006,26607,40,90
2007,26607,50,60
2008,26607,50,60
2007,26608,30,35
2008,26608,30,30
2009,26608,40,60
2006,26609,60,0
2007,26609,40,20
2008,26609,35,0
2009,26609,80,0
2006,26610,0,30
2007,26610,30,90
2008,26610,80,80
2006,26611,60,0
2007,26611,50,0
2007,26613,40,0
2008,26613,40,0
2009,26613,40,0
2009,26614,40,0
2006,26615,80,0
2007,26615,50,0
2008,26615,50,0
2009,26615,40,0
2006,26619,45,70
2007,26619,40,80
2006,26621,40,0
2006,26622,80,60
2007,26622,30,60
2006,26623,40,30
2007,26623,40,0
2009,26623,30,40
2006,26625,50,60
2007,26625,60,60
2006,26626,60,40
2007,26626,40,30
2006,26627,50,60
2007,26627,30,50
2006,26629,40,60
2006,26630,60,0
2006,26632,0,0
2007,26637,60,0
2008,26637,60,60
2006,26638,30,20
2006,26639,25,40
2007,26639,25,40
2008,26639,30,60
2009,26639,20,30
2006,26640,20,0
2007,26640,40,30
2008,26640,30,0
2009,26640,30,0
2006,26641,10,40
2007,26641,10,30
2009,26641,0,0
2006,26642,0,60
2006,26644,30,60
2006,26645,0,0
2006,26646,0,0
2007,26647,0,60
2006,26648,30,60
2007,26648,30,0
2008,26648,30,20
2006,26650,60,60
2007,26650,15,0
2006,26651,45,0
2007,26651,30,30
2009,26651,30,15
2006,26652,0,180
2006,26653,30,0
2007,26653,90,0
2008,26653,50,0
2009,26653,30,0
2006,26656,90,0
2007,26656,60,0
2008,26656,30,0
2009,26656,90,0
2006,26657,60,30
2007,26657,10,40
2008,26657,30,40
2009,26657,90,40
2006,26658,0,60
2009,26658,0,0
2006,26659,0,0
2006,26660,60,120
2007,26660,40,60
2008,26660,40,120
2009,26660,40,120
2006,26661,50,30
2007,26661,40,60
2008,26661,60,30
2009,26661,40,0
2006,26662,30,60
2008,26662,40,60
2009,26662,20,120
2006,26663,40,0
2007,26663,40,0
2008,26663,40,30
2006,26665,50,30
2009,26666,30,60
2006,26667,15,0
2008,26667,15,15
2009,26667,20,0
2006,26669,110,40
2007,26669,15,30
2008,26669,20,60
2009,26669,90,60
2006,26671,15,0
2007,26671,30,60
2008,26671,30,0
2006,26672,20,0
2007,26672,20,20
2008,26672,20,0
2009,26672,20,0
2007,26673,0,30
2006,26676,60,20
2006,26678,30,0
2007,26678,40,0
2008,26678,40,0
2009,26678,30,0
2006,26679,30,0
2007,26679,40,0
2006,26680,0,0
2009,26680,20,0
2006,26681,40,30
2007,26681,20,0
2008,26681,40,30
2009,26681,40,0
2006,26682,20,60
2008,26682,50,60
2006,26683,15,0
2007,26683,10,0
2006,26686,40,150
2007,26686,60,60
2009,26686,0,0
2006,26687,40,0
2007,26687,60,0
2008,26687,30,0
2006,26688,0,0
2007,26688,0,0
2008,26688,0,0
2009,26688,0,0
2009,26689,0,0
2006,26690,40,120
2007,26690,30,60
2008,26690,120,90
2009,26690,90,90
2006,26691,20,0
2007,26691,20,0
2008,26691,30,0
2009,26691,30,0
2006,26694,30,120
2007,26694,20,60
2008,26694,30,90
2009,26694,30,60
2006,26695,20,0
2007,26695,30,0
2008,26695,10,0
2009,26695,20,0
2006,26698,30,0
2006,26700,0,0
2007,26700,0,0
2008,26700,0,0
2009,26700,0,0
2007,26701,0,0
2006,26702,0,0
2007,26702,30,0
2008,26702,0,0
2009,26702,20,0
2006,26703,60,0
2007,26703,0,0
2008,26703,0,0
2009,26703,0,0
2006,26706,30,100
2006,26707,0,0
2006,26708,0,0
2008,26708,0,60
2009,26708,0,0
2006,26709,0,0
2007,26709,30,0
2009,26709,0,0
2006,26714,0,0
2007,26714,60,0
2008,26714,0,0
2009,26714,0,0
2006,26715,300,90
2009,26715,0,0
2006,26716,120,120
2007,26716,30,120
2009,26716,40,0
2006,26719,60,0
2009,26719,20,0
2006,26720,25,180
2007,26720,40,60
2008,26720,30,120
2009,26720,15,15
2006,26721,60,10
2007,26721,20,0
2008,26721,30,60
2006,26723,0,0
2007,26723,60,0
2008,26723,40,0
2009,26723,20,0
2006,26724,40,20
2006,26725,30,0
2006,26728,0,60
2006,26729,0,0
2006,26730,0,180
2007,26730,40,60
2006,26731,40,30
2008,26731,30,0
2006,26732,60,120
2008,26732,30,120
2008,26733,0,0
2006,26737,40,40
2009,26737,0,0
2006,26738,30,60
2006,26739,80,0
2008,26739,30,0
2009,26739,0,0
2006,26740,0,0
2007,26740,0,0
2008,26740,0,0
2006,26745,0,0
2006,26746,0,0
2006,26747,0,40
2006,26748,40,0
2007,26748,30,0
2009,26748,40,30
2006,26749,0,120
2007,26749,20,90
2008,26749,30,120
2006,26750,30,60
2007,26750,40,0
2008,26750,30,60
2009,26750,60,0
2006,26751,0,60
2006,26752,60,0
2008,26752,20,0
2009,26752,20,20
2006,26753,30,0
2007,26753,40,0
2008,26753,40,0
2006,26754,30,60
2007,26754,30,120
2007,26755,0,0
2009,26755,0,0
2006,26756,60,0
2006,26759,20,20
2009,26759,20,0
2006,26760,30,15
2006,26761,20,5
2007,26761,20,10
2008,26761,20,10
2009,26761,60,0
2006,26763,40,90
2007,26763,40,120
2008,26763,30,120
2009,26763,20,0
2006,26765,60,0
2007,26765,60,0
2007,26768,20,60
2008,26768,50,30
2009,26768,40,30
2007,26769,40,120
2008,26769,10,60
2009,26769,30,120
2006,26770,0,0
2007,26770,40,0
2008,26770,0,0
2009,26770,180,0
2006,26771,60,90
2009,26771,50,0
2006,26772,60,0
2006,26774,792,0
2006,26775,20,120
2006,26776,480,30
2007,26776,240,0
2006,26777,120,120
2007,26777,10,120
2009,26777,60,120
2006,26778,10,60
2007,26778,20,0
2008,26778,12,0
2009,26778,20,20
2006,26780,30,180
2007,26780,30,240
2006,26781,40,0
2007,26781,10,0
2006,26783,30,120
2007,26783,30,60
2006,26784,90,30
2007,26784,0,0
2006,26785,15,0
2007,26785,15,40
2008,26785,30,30
2009,26785,15,30
2006,26786,100,40
2007,26786,60,60
2008,26786,100,30
2006,26787,40,120
2007,26787,40,60
2008,26787,30,60
2009,26787,20,240
2006,26788,120,90
2007,26788,210,90
2008,26788,180,0
2009,26788,240,0
2006,26789,40,60
2007,26789,40,60
2008,26789,60,0
2009,26789,40,60
2006,26790,20,120
2007,26790,20,90
2006,26791,10,15
2007,26791,10,30
2008,26791,20,0
2009,26793,360,0
2006,26794,40,15
2008,26794,40,0
2006,26795,10,60
2008,26795,10,90
2009,26795,10,60
2006,26796,30,60
2007,26796,30,120
2008,26796,30,10
2006,26797,10,120
2008,26797,0,0
2009,26797,20,0
2006,26799,40,180
2006,26801,30,120
2007,26801,30,240
2008,26801,30,180
2009,26801,30,90
2006,26802,120,60
2007,26802,20,0
2008,26802,60,0
2009,26802,120,0
2006,26803,60,0
2009,26803,0,0
2006,26804,0,0
2007,26804,0,0
2008,26804,0,0
2009,26804,90,0
2006,26806,30,60
2007,26806,30,120
2008,26806,60,180
2009,26806,30,90
2006,26807,30,0
2007,26807,30,0
2009,26807,20,0
2006,26808,50,15
2008,26808,0,0
2006,26809,0,0
2007,26809,0,0
2008,26809,0,0
2009,26809,0,0
2006,26810,30,30
2008,26810,30,120
2006,26811,30,0
2008,26811,180,0
2006,26812,15,60
2006,26814,50,90
2007,26814,30,120
2008,26814,30,0
2009,26814,30,120
2006,26815,300,0
2008,26815,300,0
2009,26815,30,0
2006,26816,20,180
2008,26816,20,60
2009,26816,40,90
2008,26817,10,0
2009,26817,20,0
2006,26818,20,30
2008,26818,10,0
2009,26818,10,0
2006,26819,60,90
2006,26820,60,90
2006,26821,0,0
2006,26822,20,30
2009,26822,30,90
2006,26825,40,60
2007,26825,20,60
2008,26825,40,30
2009,26825,40,15
2006,26826,30,180
2007,26826,25,90
2008,26826,20,60
2009,26826,30,50
2009,26827,40,10
2006,26828,20,60
2007,26828,20,120
2008,26828,20,60
2009,26828,10,120
2006,26829,25,0
2007,26829,40,0
2008,26829,60,0
2009,26829,30,0
2006,26830,60,60
2008,26830,30,0
2009,26830,50,45
2009,26831,10,0
2006,26832,240,120
2007,26832,120,120
2008,26832,90,60
2009,26832,40,120
2006,26833,60,0
2007,26833,120,0
2009,26833,0,0
2006,26834,60,60
2007,26834,30,30
2008,26834,10,0
2009,26834,20,0
2006,26836,60,0
2007,26836,70,120
2008,26836,40,120
2009,26836,40,90
2006,26837,40,60
2007,26837,20,60
2008,26837,30,30
2009,26837,20,120
2006,26838,120,0
2007,26838,240,0
2009,26838,0,0
2006,26839,40,60
2008,26839,40,0
2009,26839,40,60
2008,26840,10,0
2006,26842,40,150
2008,26842,60,120
2009,26842,60,60
2006,26843,60,120
2008,26843,120,90
2009,26843,60,60
2006,26845,20,0
2006,26847,30,0
2006,26848,10,0
2006,26852,360,30
2007,26852,240,10
2006,26853,20,60
2007,26853,60,0
2006,26854,0,0
2007,26854,0,0
2006,26855,0,0
2007,26855,0,0
2008,26855,0,0
2006,26856,30,120
2007,26856,20,60
2008,26856,20,50
2009,26856,20,60
2006,26857,360,0
2009,26857,180,60
2006,26858,30,0
2007,26858,15,60
2008,26858,20,0
2006,26859,15,10
2006,26860,0,0
2007,26860,0,0
2006,26861,40,0
2007,26861,0,120
2008,26861,30,0
2009,26861,30,0
2007,26862,30,120
2008,26862,10,120
2009,26862,10,90
2007,26863,0,0
2006,26864,40,90
2007,26864,20,120
2009,26864,40,0
2006,26865,0,0
2008,26865,20,120
2009,26865,0,0
2006,26866,150,90
2007,26866,20,0
2008,26866,30,0
2009,26866,600,60
2006,26868,0,90
2008,26868,10,60
2009,26868,10,0
2006,26869,44,0
2007,26869,40,0
2006,26870,30,120
2006,26871,0,0
2007,26871,30,0
2008,26871,30,0
2006,26872,15,60
2007,26872,20,120
2009,26872,20,60
2006,26873,240,0
2009,26873,180,0
2006,26875,50,40
2007,26875,60,120
2008,26875,60,30
2009,26875,40,60
2006,26876,15,3
2007,26876,10,15
2006,26877,40,90
2006,26878,0,40
2007,26878,0,120
2006,26879,20,0
2007,26879,40,0
2006,26881,20,0
2007,26881,20,120
2008,26881,10,120
2009,26881,20,60
2007,26882,30,60
2008,26882,30,60
2009,26882,30,120
2006,26884,40,60
2007,26884,30,60
2008,26884,30,60
2009,26884,30,120
2008,26885,30,0
2009,26885,30,0
2006,26886,0,0
2007,26886,0,0
2009,26886,30,0
2006,26887,20,0
2007,26887,30,0
2008,26887,30,0
2009,26887,60,60
2006,26888,20,150
2007,26888,20,120
2008,26888,30,120
2009,26888,20,60
2007,26889,20,0
2008,26889,20,0
2009,26889,15,0
2009,26890,30,0
2006,26892,30,60
2007,26892,30,60
2008,26892,20,60
2006,26893,30,60
2006,26894,30,120
2007,26894,30,60
2008,26894,20,120
2009,26894,30,60
2006,26895,0,0
2007,26895,0,0
2008,26895,0,0
2009,26895,0,0
2006,26896,30,60
2007,26896,30,20
2008,26896,60,60
2009,26896,40,120
2006,26897,480,60
2008,26897,60,30
2009,26897,60,30
2006,26899,0,0
2007,26899,0,0
2008,26899,0,0
2008,26900,120,60
2006,26901,30,0
2007,26901,20,0
2009,26901,30,20
2006,26903,10,30
2007,26903,30,60
2008,26903,30,120
2009,26903,20,120
2007,26904,20,0
2008,26904,30,20
2009,26904,30,0
2006,26908,10,60
2007,26908,20,60
2008,26908,30,30
2009,26908,20,30
2009,26909,20,0
2006,26911,30,60
2007,26911,40,60
2009,26911,40,120
2006,26912,30,60
2007,26912,40,120
2008,26912,30,60
2009,26912,30,60
2006,26913,0,0
2007,26913,0,0
2009,26913,0,0
2006,26915,300,60
2006,26916,0,60
2006,26917,80,0
2006,26918,40,0
2006,26919,60,0
2007,26919,0,0
2006,26921,60,40
2007,26921,60,40
2008,26921,50,40
2009,26921,120,0
2006,26923,60,0
2006,26926,40,20
2008,26927,15,60
2006,26928,120,30
2008,26928,10,10
2008,26929,120,0
2007,26930,0,0
2006,26931,90,30
2007,26931,90,0
2006,26932,120,60
2007,26932,90,60
2006,26935,90,90
2007,26935,60,0
2008,26935,120,0
2006,26936,120,60
2007,26936,90,0
2008,26936,180,0
2009,26936,120,120
2006,26937,0,40
2006,26938,50,0
2006,26939,140,30
2007,26939,120,60
2008,26939,240,0
2009,26939,180,0
2006,26940,120,60
2007,26940,60,120
2008,26940,80,90
2006,26941,40,30
2007,26941,40,0
2008,26941,80,0
2006,26942,0,0
2009,26942,0,0
2006,26943,120,0
2007,26943,30,0
2008,26943,120,0
2009,26943,100,0
2006,26944,60,60
2006,26945,100,0
2007,26945,90,0
2008,26945,60,0
2009,26945,60,30
2006,26946,100,60
2007,26946,40,120
2008,26946,40,30
2009,26946,240,30
2009,26949,0,0
2006,26951,30,0
2008,26951,0,0
2006,26952,20,40
2007,26952,120,0
2008,26952,60,0
2009,26952,160,0
2006,26954,30,180
2007,26954,30,180
2006,26955,0,0
2007,26955,0,0
2008,26955,0,0
2009,26955,0,0
2006,26956,0,30
2006,26957,0,120
2006,26959,60,120
2007,26959,60,120
2009,26959,60,120
2006,26961,0,60
2006,26962,0,30
2006,26965,60,180
2006,26966,60,60
2006,26967,0,0
2006,26968,0,150
2006,26969,30,0
2007,26969,60,0
2008,26969,130,0
2009,26969,120,0
2007,26971,120,90
2006,26972,120,0
2007,26972,0,0
2006,26973,0,120
2006,26974,0,30
2006,26975,0,120
2006,26976,120,60
2006,26977,30,120
2007,26977,10,120
2006,26979,0,0
2006,26981,180,60
2008,26981,120,60
2006,26982,180,0
2006,26984,0,60
2006,26985,60,0
2007,26985,30,0
2007,26986,40,0
2006,26987,0,30
2007,26987,30,0
2006,26988,0,0
2007,26988,30,0
2007,26989,0,0
2007,26992,0,0
2006,26994,130,0
2006,26996,60,40
2006,26997,40,40
2007,26998,30,60
2006,27000,0,0
2008,27000,0,0
2006,27001,60,60
2009,27001,100,10
2006,27002,60,0
2006,27004,20,60
2007,27004,0,50
2006,27005,60,120
2006,27006,120,0
2006,27007,180,20
2006,27008,180,0
2006,27009,30,30
2007,27009,30,60
2006,27010,90,0
2007,27010,60,0
2008,27010,60,0
2009,27010,40,30
2006,27011,50,0
2006,27012,130,30
2007,27012,140,20
2008,27012,120,40
2009,27012,90,60
2006,27013,0,120
2009,27013,120,100
2006,27014,40,0
2007,27014,20,0
2008,27014,60,0
2009,27014,40,0
2006,27016,60,0
2007,27016,10,0
2008,27016,40,0
2009,27016,0,0
2006,27017,0,150
2007,27017,25,150
2008,27017,40,90
2006,27018,80,30
2007,27018,90,0
2008,27018,150,0
2009,27018,70,0
2006,27019,0,0
2006,27021,60,0
2006,27022,0,20
2006,27023,40,0
2006,27024,40,0
2006,27025,60,120
2008,27025,30,30
2006,27027,90,30
2006,27028,0,0
2006,27029,30,60
2006,27031,60,30
2007,27031,20,120
2008,27031,40,120
2006,27032,60,20
2007,27032,50,0
2008,27032,60,0
2009,27032,60,20
2006,27034,30,0
2006,27038,30,180
2007,27038,45,60
2007,27039,60,0
2006,27043,0,0
2006,27044,0,0
2006,27045,0,60
2006,27047,120,0
2006,27048,0,120
2006,27051,5,0
2007,27052,30,0
2008,27052,0,0
2006,27053,0,60
2007,27053,360,0
2008,27053,20,0
2006,27055,0,0
2007,27055,30,0
2008,27055,30,0
2006,27056,0,0
2007,27056,0,0
2008,27056,30,0
2006,27057,20,30
2007,27057,20,80
2009,27057,20,30
2006,27059,0,0
2007,27059,0,0
2008,27059,0,0
2006,27061,0,0
2007,27061,0,0
2008,27061,0,0
2006,27064,0,0
2007,27064,0,0
2006,27065,0,0
2009,27067,8,0
2006,27068,0,60
2007,27068,40,60
2008,27068,40,45
2009,27068,30,40
2006,27069,0,0
2007,27069,30,0
2008,27069,0,0
2009,27069,60,0
2006,27073,0,0
2007,27073,0,0
2008,27073,0,0
2006,27074,20,0
2007,27074,40,0
